item_id,register,generator,condition,is_human,context,text,source_row,pair_id
11,formal,human,human,True,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,I uppsatsen kopplas styrdokumentens uppmaning om undervisning kring intersektionalitet med det innehåll som finns i religionskunskapsläroböcker för gymnasiet som publicerats efter gymnasiereformen 2011. Syftet var att studera om läroböckerna tar upp intersektionalitet uttalat eller indirekt och/eller om de olika kategorierna kön; sexualitet; socioekonomisk bakgrund och etnicitet behandlas var för sig samt i vilka sammanhang det i sådana fall sker. Tre frågeställningar formulerades. Den första handlade om hur gymnasiets religionsläroböcker med utgivning från och med 2011 beskriver förhållandet mellan världsreligionerna och kategorierna kön; sexualitet; socioekonomisk bakgrund och etnicitet. Den andra frågan handlade om i vilka andra sammanhang (kapitel) de olika kategorierna beskrivs i läroböckerna. Den tredje frågan gällde vad som tas upp om själva begreppet samt fenomenet intersektionalitet i dessa religionsläroböcker.,4,formal-4
12,formal,gpt-5.2,baseline,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Denna studie undersöker hur intersektionalitet kommer till uttryck i religionsläroböcker för gymnasiet, med fokus på hur kön, sexualitet, etnicitet och socioekonomisk bakgrund samverkar i framställningar av religion, etik och moral. Utifrån en kvalitativ läroboksanalys granskas både text och pedagogiska grepp (exempelvis urval av fall, bilder, begreppsförklaringar och diskussionsfrågor) för att synliggöra vilka identiteter och livsvillkor som inkluderas, vilka som marginaliseras och vilka som framstår som norm. Analysen inriktas på hur olika positioner kopplas till religiös tillhörighet och moraliska ställningstaganden, samt hur normer kring exempelvis heteronormativitet, könsroller, “svenskhet” och klass kan reproducera föreställningar om vem som förväntas vara religiös, sekulär, modern eller traditionell. Vidare diskuteras om och hur läroböckerna erbjuder elever redskap att förstå makt och ojämlikhet i relation till religion, samt hur etiska frågor presenteras: som universella och “neutrala” eller som situerade i konkreta sociala och kulturella sammanhang. Studiens övergripande syfte är att bidra med kunskap om hur gymnasiets religionsundervisning, via läromedlen, kan påverka elevers identitetsskapande och deras förståelse av mångfald. Genom att analysera representation, perspektivval och tystnader belyser uppsatsen vilka möjligheter och begränsningar läroböckerna skapar för ett inkluderande och kritiskt religionsämne där intersektionella erfarenheter tas på allvar.",4,formal-4
13,formal,gpt-5.2,human_like,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Denna uppsats undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs och samspelar i religionsläroböcker för gymnasiet. Med intersektionalitet som teoretiskt raster analyseras hur olika identitetskategorier inte bara förekommer var för sig, utan också hur de korsar varandra och skapar särskilda positioner för vem som framstår som “normalt”, “avvikande”, “problematiskt” eller “typiskt” i läromedelstexterna. Utgångspunkten är att läroböcker inte enbart förmedlar fakta om religion, utan också bidrar till att forma elevers förståelse av identitet, samhälle och värderingar. Studiens metod är en kvalitativ läroboksanalys där både text och exempelmaterial (som fallbeskrivningar, frågor, bilder och övningsuppgifter) granskas. Analysen fokuserar särskilt på avsnitt som rör etik och moral, eftersom dessa ofta fungerar som nav för diskussioner om exempelvis sexualitet, familj, livsstil och “kultur”. Här blir det tydligt hur religion ibland används som förklaringsmodell för sociala frågor, och hur vissa grupper riskerar att framställas som mer religiöst styrda, mer traditionella eller mer konfliktfyllda än andra. Ett centralt syfte är att synliggöra vilka berättelser om kön och sexualitet som läroböckerna möjliggör respektive begränsar. Uppsatsen analyserar exempelvis vilka relationer och familjeformer som tas för givna, hur HBTQ+-perspektiv inkluderas eller marginaliseras, samt hur moralfrågor kopplas till vissa religioner eller etniska grupper. Samtidigt undersöks hur etnicitet och socioekonomisk bakgrund framträder i skildringar av “vi” och “de”, majoritet och minoritet, och vilka livsvillkor som associeras med religiös tillhörighet. I detta ingår även att granska om socioekonomiska aspekter syns som strukturer (t.ex. klass och ojämlikhet) eller om de främst framstår som individuella livsval. Genom att kombinera intersektionell teori med läroboksanalys bidrar uppsatsen med kunskap om hur gymnasiets religionsundervisning, via sina läromedel, kan reproducera eller utmana normer kring identitet, tillhörighet och moral. Resultatet diskuteras i relation till skolans värdegrund och religionsämnets uppdrag: att stärka elevers förmåga till kritisk granskning, förståelse av mångfald och reflektion kring etik. Uppsatsen argumenterar för att mer nyanserade och medvetet inkluderande framställningar kan minska stereotypisering och skapa bättre förutsättningar för elever att se både religion och identitet som komplexa, föränderliga och sammanvävda.",4,formal-4
14,formal,gpt-5.2,detector_evasive,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Den här kandidatuppsatsen handlar om intersektionalitet i gymnasiets religionsläroböcker. Den tar upp kön, sexualitet, etnicitet och socioekonomisk bakgrund. Fokus ligger på hur läroböckerna formar identitet. Fokus ligger också på hur de kopplar etik och moral till religion. Syftet är att se hur intersektionalitet syns i text och bild. Jag granskar vilka personer som får ta plats. Jag granskar vilka liv som beskrivs som vanliga. Jag granskar också vilka ord som används när läroböckerna tar upp kön, sexualitet, etnicitet och socioekonomisk bakgrund. Jag frågar hur religion blir en ram för etik och moral. Jag frågar också hur religion blir en ram för identitet. Materialet består av religionsläroböcker för gymnasiet. Jag gör en läroboksanalys. Jag läser kapitel om etik och moral. Jag läser kapitel om identitet. Jag läser avsnitt om religion i Sverige. Jag tar med avsnitt om islam, kristendom, judendom, hinduism och buddhism. Jag tar också med avsnitt om nyandlighet och sekularisering. I analysen använder jag intersektionalitet som verktyg. Jag utgår från att kön, sexualitet, etnicitet och socioekonomisk bakgrund hänger ihop. Jag utgår också från att de syns samtidigt i skolan och i läroböcker. Analysen visar att läroböckerna ofta skriver fram kön på ett tydligt sätt. De gör det genom exempel om familj och relationer. Sexualitet hamnar ofta i avsnitt om normer och rättigheter. Den kopplas ofta till etik och moral. Etnicitet syns ofta när läroböckerna beskriver religion som kultur och tradition. Socioekonomisk bakgrund syns mer sällan. Den kommer ofta in när läroböckerna tar upp klass, val och livsvillkor. Den syns också när de tar upp migration, arbete och utbildning. Men den får mindre plats än kön och etnicitet. Ett huvudresultat är att läroböckerna ofta tar upp en kategori i taget. De skriver om kön för sig. De skriver om sexualitet för sig. De skriver om etnicitet för sig. De skriver om socioekonomisk bakgrund för sig. Intersektionalitet blir därför mer ett tema än ett arbetssätt i själva framställningen. När kategorierna väl möts händer det ofta i konkreta fall. Det kan vara berättelser om en muslimsk tjej i skolan. Det kan vara exempel om hedersnormer. Det kan också vara exempel om hbtq och religion. I de partierna syns hur identitet formas i mötet mellan religion, etik och moral och sociala villkor. Uppsatsen visar också att läroböckerna ofta placerar vissa grupper nära problem och konflikt. Det gäller särskilt när religion kopplas till sexualitet och etik och moral. Samtidigt får majoritetsliv ofta stå som neutralt. Det märks i språk och i bildval. Det märks också i vilka röster som får förklara religion. Därför får läroböckerna stor betydelse för hur elever möter identitet. De får också betydelse för hur elever lär sig att förstå intersektionalitet. Slutsatsen är att en läroboksanalys som tar intersektionalitet på allvar behöver följa kön, sexualitet, etnicitet och socioekonomisk bakgrund samtidigt. Den behöver också läsa etik och moral och religion som en del av samma berättelse om identitet.",4,formal-4
15,formal,gpt-5.6,baseline,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Denna kandidatuppsats undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs i religionsläroböcker för gymnasiet. Med utgångspunkt i ett intersektionellt perspektiv analyseras hur dessa kategorier samverkar i beskrivningar av identitet, religion samt etik och moral. Syftet är att synliggöra vilka normer, maktordningar och föreställningar som förmedlas genom läroböckernas texter och exempel. Särskild uppmärksamhet riktas mot hur olika grupper representeras, vilka erfarenheter som ges utrymme och om vissa identiteter framställs som mer självklara eller avvikande än andra. Genom en kvalitativ läroboksanalys belyser studien hur undervisningsmaterial kan bidra till att både upprätthålla och utmana stereotypa föreställningar. Uppsatsen betonar betydelsen av att inte behandla kön, sexualitet, etnicitet och socioekonomisk bakgrund som isolerade kategorier, eftersom deras samspel påverkar människors livsvillkor och möjligheter. Studien är relevant för en inkluderande och normmedveten religionsundervisning i gymnasieskolan.",4,formal-4
16,formal,gpt-5.6,human_like,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Denna studie undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs och samspelar i religionsläroböcker för gymnasiet. Syftet är att synliggöra vilka föreställningar om identitet som förmedlas i läroböckernas beskrivningar av religion samt av frågor som rör etik och moral. Med utgångspunkt i ett intersektionellt perspektiv analyseras hur olika maktordningar korsar varandra och påverkar vilka erfarenheter och livsvillkor som ges utrymme i undervisningsmaterialet. Studien genomförs som en kvalitativ läroboksanalys med fokus på såväl återkommande framställningar som på perspektiv som saknas eller får begränsat utrymme. Analysen visar att läroböckerna i varierande grad uppmärksammar frågor om kön, sexualitet och etnicitet, medan socioekonomisk bakgrund ofta behandlas mindre utförligt. Identitetskategorierna presenteras dessutom många gånger var för sig, vilket innebär att samspelet mellan exempelvis religion, kön och sociala villkor riskerar att förbises. Samtidigt finns exempel där identitet skildras som föränderlig och där människors erfarenheter förstås utifrån flera samverkande faktorer. Resultatet visar att ett intersektionellt perspektiv kan bidra till en mer nyanserad förståelse av hur religion och identitet framställs i gymnasiets läroböcker. Studien betonar därför vikten av att lärare förhåller sig kritiskt till läromedel och kompletterar dem med perspektiv som synliggör mångfalden av religiösa och sociala erfarenheter.",4,formal-4
17,formal,gpt-5.6,detector_evasive,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Den här kandidatuppsatsen undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs i gymnasiets religionsläroböcker. Syftet är att granska hur olika delar av identitet skildras och hur de kopplas till religion, etik och moral. Studien utgår från Kimberlé Crenshaws begrepp intersektionalitet från 1989. Begreppet används för att synliggöra hur flera sociala villkor samverkar. Undersökningen bygger på en kvalitativ läroboksanalys. Analysen riktas mot både löpande text och exempel i läroböckerna. Särskild vikt läggs vid vilka grupper som får utrymme och hur dessa grupper beskrivs. Studien granskar också vilka erfarenheter som framställs som vanliga och vilka som behandlas som avvikande. Resultatet visar att kön och sexualitet ofta tas upp i avsnitt om etik och moral. Etnicitet kopplas främst till religion och kulturell tillhörighet. Socioekonomisk bakgrund får mindre utrymme och behandlas sällan tillsammans med övriga delar av identitet. Läroböckerna tar alltså upp flera perspektiv. Samtidigt saknas ofta en tydlig intersektionalitet. De olika kategorierna behandlas främst var för sig. Studien visar att gymnasiets religionsläroböcker formar elevers bild av religion och identitet. Därför behöver läroböckerna tydligare visa hur kön, sexualitet, etnicitet och socioekonomisk bakgrund samverkar i människors liv.",4,formal-4
18,formal,mistral,baseline,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Denna kandidatuppsats undersöker hur intersektionalitet – det vill säga hur olika maktstrukturer som kön, sexualitet, etnicitet och socioekonomisk bakgrund samverkar – framställs i svenska gymnasiets religionsläroböcker. Studien syftar till att analysera hur dessa kategorier behandlas i relation till identitet, etik, moral och religion, och hur läroböckerna bidrar till att forma elevers förståelse av mångfald och maktförhållanden.

Genom en läroboksanalys granskas hur de olika kategorierna intersekerar och vilka perspektiv som lyfts fram eller förbises. Uppsatsen tar avstamp i intersektionalitetsteori för att kritiskt undersöka hur läroböckerna förmedlar kunskap om religion och identitet, samt huruvida de främjar en inkluderande eller reproducerande syn på samhällsstrukturer.

Resultaten kan ge insikter om hur skolan, som en viktig arena för demokratisk fostran, hanterar komplexa maktförhållanden i läromedel och vilka pedagogiska konsekvenser detta kan ha för elever med olika bakgrunder.",4,formal-4
19,formal,mistral,human_like,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Denna kandidatuppsats undersöker hur intersektionalitet behandlas i svenska gymnasieböcker i religionskunskap. Fokus ligger på hur läroböckerna hanterar identitetsskapande genom kategorier som kön, sexualitet, etnicitet och socioekonomisk bakgrund. Syftet är att analysera hur dessa dimensioner av makt och privilegier presenteras, samt hur de relaterar till etik, moral och religion.

Studien utgår från en kvalitativ läroboksanalys, där texter granskas utifrån ett intersektionellt perspektiv. Genom att undersöka hur olika identiteter representeras – eller inte representeras – i läroböckerna, synliggörs både likheter och skillnader i hur intersektionalitet framställs. Analysen tar också upp hur läroböckerna behandlar etiska och moraliska frågor kopplade till dessa identitetskategorier, samt hur religionen används som verktyg för att förstå eller problematisera maktstrukturer.

Resultaten visar att läroböckerna ofta fokuserar på vissa aspekter av intersektionalitet, medan andra förbises eller behandlas ytligt. Det finns en tydlig tendens att vissa identiteter ges större utrymme än andra, vilket kan påverka elevernas förståelse av samhälleliga maktstrukturer. Studien diskuterar också hur läroböckerna kan bidra till en bredare och mer inkluderande religionsundervisning, där eleverna ges verktyg att reflektera över sina egna och andras identiteter.

Sammanfattningsvis belyser uppsatsen hur läroböcker i religionskunskap kan – eller inte kan – främja en intersektionell förståelse av identitet, etik och religion. Resultaten pekar på både möjligheter och utmaningar i att integrera intersektionalitet i skolans läromedel, och visar på vikten av att kritiskt granska hur olika identiteter representeras i undervisningen.",4,formal-4
20,formal,mistral,detector_evasive,False,Kön; sexualitet; etnicitet och socioekonomisk bakgrund: Om intersektionalitet i gymnasiets religionsläroböcker,"Denna kandidatuppsats undersöker hur intersektionalitet behandlas i gymnasiets religionsläroböcker. Fokus ligger på hur intersektionalitet relaterar till kön, sexualitet, etnicitet och socioekonomisk bakgrund. Studien genomfördes genom en läroboksanalys av aktuella läroböcker i ämnet religion.

För att förstå hur identitet, etik och moral framställs i läroböckerna analyserades texterna utifrån intersektionella perspektiv. Resultaten visar att intersektionalitet ofta behandlas ytligt eller saknas helt. Kön och sexualitet diskuteras mer frekvent än etnicitet och socioekonomisk bakgrund. Detta kan påverka elevernas förståelse av hur dessa faktorer samverkar.

Religion spelar en central roll i läroböckerna. Studien visar att religiösa texter och traditioner används för att belysa intersektionalitet. Men ofta begränsas diskussionen till traditionella tolkningar. Detta kan förstärka stereotypa föreställningar om kön, sexualitet, etnicitet och socioekonomisk bakgrund.

Läroboksanalysen visar att det finns brister i hur intersektionalitet integreras i religionsundervisningen. För att förbättra undervisningen behövs mer explicit och nyanserad behandling av intersektionalitet. Detta skulle göra undervisningen mer inkluderande och relevant för alla elever.

Sammanfattningsvis visar studien att intersektionalitet i religionsläroböcker behöver utvecklas. En mer omfattande och kritisk analys av kön, sexualitet, etnicitet och socioekonomisk bakgrund skulle stärka undervisningen. Detta skulle bidra till en bredare förståelse för hur identitet, etik och moral samverkar i ett intersektionellt perspektiv.",4,formal-4
21,formal,human,human,True,Paulus lagsyn i Rom 3:21-31,Denna uppsats behandlar Paulus syn på lagen vilket är ett mycket omdebatterat område inom paulusforskningen. Frågan om Paulus lagsyn är så central för den övergripande paulustolkingen att alla som vill förstå Paulus och hans texter måste bilda sig en uppfattning om detta. Det har skrivits många hyllmeter och diskussionen verkar långt ifrån avslutad. Frågan kräver dock tydliga avgränsningar för att kunna behandlas i denna relativt korta uppsats. Därför kommer jag fokusera på en perikop i ett av Paulus brev som behandlar denna fråga. Min frågeställning blir då: Vad menar Paulus med ”lagen” i Rom 3:21-31? ,5,formal-5
22,formal,gpt-5.2,baseline,False,Paulus lagsyn i Rom 3:21-31,"Denna uppsats undersöker Paulus syn på lagen i Rom 3:21–31 och hur texten positionerar lagen i relation till rättfärdiggörelse, tro och Guds frälsningshandlande. Avsnittet utgör en programmatisk knutpunkt i Romarbrevet där Paulus hävdar att Guds rättfärdighet nu har uppenbarats “utan lag”, samtidigt som denna uppenbarelse vittnas av “lagen och profeterna”. Studien syftar till att klargöra vad Paulus avser med nomos (”lag”), hur han kan tala både om lagens begränsning och om dess bekräftelse, samt vilka konsekvenser detta får för relationen mellan judar och hedningar i den romerska församlingen. Uppsatsen arbetar med en närläsning av Rom 3:21–31 i dess retoriska och argumentativa sammanhang (Rom 1–4) och relaterar exegetiska iakttagelser till centrala forskningspositioner inom paulusforskningen. Särskild vikt läggs vid diskussionen mellan den så kallade “nya paulusforskningen” (Sander, Dunn, Wright) och mer traditionella eller kritiskt nyanserade läsningar (Fitzmyer, Moo, Ware, Jewett). Sanders bidrag belyser hur judendomen under andra templets tid kan förstås som ett förbundsmässigt ramverk, vilket påverkar hur “laggärningar” bör tolkas. Dunn och Wright betonar i sin tur att “lagens gärningar” i hög grad kan avse identitetsmarkörer som avgränsar judar från hedningar och att Paulus i Rom 3 argumenterar för en gemensam, inkluderande grund för Guds folk. Mot detta framhåller exempelvis Moo och Ware att Paulus samtidigt för en mer genomgripande kritik av lagen som frälsningsväg och av människans oförmåga att uppfylla den, där problemet inte enbart är social avgränsning utan också syndens makt och universell skuld. Fitzmyer och Jewett bidrar med språkliga och kontextuella perspektiv som hjälper till att precisera hur Paulus’ “utan lag” och “vi upprätthåller lagen” kan förstås inom brevets större syfte. Analysen visar att Paulus i Rom 3:21–31 håller samman flera påståenden: (1) rättfärdiggörelse sker genom tro på Jesus Kristus och inte genom laggärningar, (2) denna rättfärdiggörelse är universellt riktad och undanröjer privilegierande gränser mellan judar och hedningar, (3) lagen avskaffas inte men omtolkas i ljuset av Kristushändelsen. Uppsatsen argumenterar för att Paulus’ lagsyn i detta avsnitt varken är en enkel negation av lagen eller en okritisk bekräftelse av den, utan en teologisk ompositionering: lagen kan inte fungera som grund för rättfärdiggörelse, men den får en fortsatt roll som vittnesbörd och som del av den frälsningshistoria som kulminerar i Kristus. Därmed framträder Rom 3:21–31 som ett nyckelställe för att förstå Paulus’ förening av kontinuitet och diskontinuitet gentemot den judiska lagen och för att tolka brevets övergripande projekt: att formulera ett evangelium där Guds rättfärdighet uppenbaras för alla, och där lagen förstås genom den nya verklighet som Kristus och tron innebär.",5,formal-5
23,formal,gpt-5.2,human_like,False,Paulus lagsyn i Rom 3:21-31,"Denna uppsats undersöker Paulus lagsyn i Rom 3:21–31, en av Romarbrevets mest programatiska texter, där Paulus samtidigt bekräftar lagens betydelse och omformulerar dess funktion i ljuset av Kristushändelsen. Syftet är att analysera hur Paulus förhåller sig till “lagen” (nomos) i detta avsnitt och hur hans argumentation kan förstås i relation till centrala tolkningslinjer i modern paulusforskning. Studien tar särskilt fasta på spänningen mellan kontinuitet och diskontinuitet: hur rättfärdiggörelse “utan laggärningar” kan förenas med att Paulus ändå hävdar att lagen inte upphävs utan “upprättas”. Utgångspunkten är textens retoriska och teologiska struktur. I Rom 3:21–26 presenterar Paulus “Guds rättfärdighet” som något som nu har trätt fram “utan lagen”, men samtidigt “bevittnat av lagen och profeterna”. Detta dubbla påstående blir avgörande för uppsatsens läsning: Paulus tänker inte att Torah som Skrift eller vittnesbörd görs irrelevant, utan att den frälsande rättfärdigheten inte längre medieras genom lagens föreskrifter som identitets- eller förtjänstsystem. I Rom 3:27–31 drivs resonemanget vidare genom uteslutandet av beröm, betoningen av tro och den monoteistiska premissen att Gud är både judars och hedningars Gud. Här knyts frågan om lagen ihop med gemenskapsfrågan: om Gud är en, måste också vägen in i Guds folk vara en och samma för både judar och hedningar. I dialog med E. P. Sanders och den så kallade “New Perspective on Paul” prövar uppsatsen hur uttrycket “laggärningar” bör förstås. Sanders betoning av judendomen som ett förbundstänkande där lagen fungerar inom en redan given nåd utmanar äldre, mer polariserade läsningar där judisk laglydnad primärt tolkas som prestationsreligion. James D. G. Dunns tolkning, där “laggärningar” ofta kopplas till gränsmarkörer som omskärelse, matregler och sabbat, belyser hur Paulus argument i Rom 3:27–30 faktiskt rör inkludering: frågan är vem som kan räknas in i Guds folk och på vilka villkor. N. T. Wrights betoning av “Guds rättfärdighet” som Guds förbundstrogenhet och rättfärdiggörelse som ett domslut om tillhörighet ger ytterligare skärpa åt textens ekklesiologiska dimension: rättfärdiggörelsen har konsekvenser för hur en judisk och hednakristen gemenskap kan existera utan att splittras av olika identitetskrav. Samtidigt tar uppsatsen på allvar de invändningar som ofta formuleras av mer “traditionella” Romarbrevstolkare som Joseph Fitzmyer och Douglas Moo, vilka betonar att Paulus inte enbart diskuterar etniska gränsmarkörer utan också människans grundläggande oförmåga att genom lagens verk uppnå rättfärdighet inför Gud. I denna läsning är “utan lag” inte bara en fråga om social inkludering utan om frälsningens grund: lagen kan upplysa om synd men kan inte frambringa den rättfärdighet som krävs inför Gud. Här blir Rom 3:21–26 centralt, eftersom Paulus förankrar rättfärdiggörelsen i Kristi trofasthet/Jesu blod och i Guds initiativ, snarare än i mänskligt handlande. Ware och Jewett representerar i sammanhanget två kompletterande perspektiv: dels ett mer kristologiskt fokuserat intresse för hur Kristushändelsen och tro definierar förhållandet till lagen, dels ett retoriskt och socialhistoriskt intresse för hur Paulus argumenterar för en enad församling i Rom och därmed för en omtolkning av lagens roll i en blandad gemenskap. Sammanfattningsvis argumenterar uppsatsen för att Rom 3:21–31 visar en lagsyn där lagen varken avskaffas eller fungerar som frälsningsväg, utan omplaceras i frälsningshistorien. Paulus kan säga att rättfärdigheten nu har trätt fram “utan lagen” därför att lagen inte längre utgör den avgörande ramen för att bli del av Guds folk eller för att stå rättfärdig inför Gud. Samtidigt “upprättas” lagen eftersom den som Skrift vittnar om den rättfärdighet Gud nu ger i Kristus och eftersom dess djupare intention—att peka mot Guds rättfärdiga vilja och avslöja syndens verklighet—bekräftas snarare än förnekas. Texten framträder därmed som en teologisk knutpunkt där Paulus förenar kristologisk frälsningslära med monoteistisk logik och församlingspraktik: en Gud, en rättfärdiggörelse genom tro och en gemenskap där lagen inte längre kan användas som exkluderande princip, men inte heller reduceras till betydelselöshet.",5,formal-5
