source,doc_id,condition,sentiment_label,p_pos,p_neg,p_neu,signed_polarity,affective_extremity,is_subjective
gpt,1034,human_like,NEUTRAL,0.191787,0.029423,0.778791,0.162364,0.221209,0
mistral,1034,human_like,NEUTRAL,0.077956,0.025934,0.89611,0.052022,0.10389,0
gpt,1034,detector_aware,NEUTRAL,0.346881,0.047592,0.605527,0.29929,0.394473,0
mistral,1034,detector_aware,NEUTRAL,0.106432,0.028818,0.86475,0.077614,0.13525,0
gpt,1034,detector_evasive,NEUTRAL,0.225978,0.051936,0.722086,0.174042,0.277914,0
mistral,1034,detector_evasive,NEUTRAL,0.070915,0.180561,0.748524,-0.109647,0.251476,0
human,1035,-,NEGATIVE,0.00191,0.97437,0.023719,-0.97246,0.976281,1
gpt,1035,baseline,NEUTRAL,0.221403,0.061928,0.716669,0.159476,0.283331,0
mistral,1035,baseline,NEUTRAL,0.025318,0.040933,0.933749,-0.015615,0.066251,0
gpt,1035,human_like,NEUTRAL,0.072607,0.034794,0.892598,0.037813,0.107402,0
mistral,1035,human_like,NEUTRAL,0.075453,0.04487,0.879676,0.030583,0.120324,0
gpt,1035,detector_aware,NEUTRAL,0.27659,0.033396,0.690014,0.243194,0.309986,0
mistral,1035,detector_aware,NEUTRAL,0.018364,0.078354,0.903282,-0.05999,0.096718,0
gpt,1035,detector_evasive,NEGATIVE,0.016136,0.805457,0.178406,-0.789321,0.821594,1
mistral,1035,detector_evasive,NEUTRAL,0.162874,0.105979,0.731147,0.056894,0.268853,0
human,1036,-,NEUTRAL,0.015027,0.318041,0.666932,-0.303015,0.333068,0
gpt,1036,baseline,POSITIVE,0.539394,0.017112,0.443494,0.522281,0.556506,1
mistral,1036,baseline,POSITIVE,0.682361,0.020662,0.296976,0.661699,0.703024,1
gpt,1036,human_like,NEUTRAL,0.216847,0.032834,0.750318,0.184013,0.249682,0
mistral,1036,human_like,NEUTRAL,0.352288,0.024069,0.623643,0.328219,0.376357,0
gpt,1036,detector_aware,NEUTRAL,0.058908,0.03676,0.904332,0.022149,0.095668,0
mistral,1036,detector_aware,NEUTRAL,0.105039,0.037654,0.857307,0.067385,0.142693,0
gpt,1036,detector_evasive,NEUTRAL,0.401571,0.072036,0.526393,0.329535,0.473607,0
mistral,1036,detector_evasive,NEUTRAL,0.03109,0.060682,0.908228,-0.029591,0.091772,0
human,1037,-,NEUTRAL,0.061055,0.058865,0.880079,0.00219,0.119921,0
gpt,1037,baseline,POSITIVE,0.813792,0.01211,0.174098,0.801683,0.825902,1
mistral,1037,baseline,NEUTRAL,0.442354,0.022371,0.535275,0.419984,0.464725,0
gpt,1037,human_like,NEUTRAL,0.064762,0.043129,0.892109,0.021633,0.107891,0
mistral,1037,human_like,POSITIVE,0.665203,0.017214,0.317584,0.647989,0.682416,1
gpt,1037,detector_aware,NEUTRAL,0.132115,0.036247,0.831639,0.095868,0.168361,0
mistral,1037,detector_aware,NEUTRAL,0.041812,0.055368,0.90282,-0.013556,0.09718,0
gpt,1037,detector_evasive,NEUTRAL,0.062362,0.24204,0.695599,-0.179678,0.304401,0
mistral,1037,detector_evasive,NEUTRAL,0.024905,0.095247,0.879849,-0.070342,0.120151,0
human,1038,-,NEUTRAL,0.011662,0.007171,0.981167,0.004491,0.018833,0
gpt,1038,baseline,POSITIVE,0.512365,0.027754,0.459881,0.484611,0.540119,1
mistral,1038,baseline,NEUTRAL,0.432059,0.015208,0.552733,0.41685,0.447267,0
gpt,1038,human_like,POSITIVE,0.962426,0.001281,0.036293,0.961145,0.963707,1
mistral,1038,human_like,POSITIVE,0.545144,0.009431,0.445425,0.535713,0.554575,1
gpt,1038,detector_aware,NEUTRAL,0.085253,0.212107,0.70264,-0.126853,0.29736,0
mistral,1038,detector_aware,NEUTRAL,0.109714,0.041018,0.849268,0.068697,0.150732,0
gpt,1038,detector_evasive,NEGATIVE,0.009001,0.867689,0.123311,-0.858688,0.876689,1
mistral,1038,detector_evasive,NEUTRAL,0.059919,0.146349,0.793732,-0.08643,0.206268,0
human,1039,-,NEGATIVE,0.004623,0.987039,0.008338,-0.982416,0.991662,1
gpt,1039,baseline,POSITIVE,0.63716,0.028296,0.334544,0.608864,0.665456,1
mistral,1039,baseline,NEUTRAL,0.050645,0.031949,0.917405,0.018696,0.082595,0
gpt,1039,human_like,NEUTRAL,0.153178,0.043106,0.803716,0.110072,0.196284,0
mistral,1039,human_like,NEUTRAL,0.066397,0.063488,0.870115,0.002909,0.129885,0
gpt,1039,detector_aware,POSITIVE,0.805965,0.018675,0.175359,0.78729,0.824641,1
mistral,1039,detector_aware,NEUTRAL,0.031209,0.031577,0.937214,-0.000369,0.062786,0
gpt,1039,detector_evasive,NEUTRAL,0.13598,0.156493,0.707527,-0.020513,0.292473,0
mistral,1039,detector_evasive,NEUTRAL,0.053966,0.045779,0.900255,0.008186,0.099745,0
human,1040,-,NEUTRAL,0.03542,0.042639,0.921942,-0.007219,0.078058,0
gpt,1040,baseline,POSITIVE,0.620853,0.016943,0.362204,0.603911,0.637796,1
mistral,1040,baseline,NEUTRAL,0.177475,0.027493,0.795033,0.149982,0.204967,0
gpt,1040,human_like,NEUTRAL,0.146771,0.020529,0.832701,0.126242,0.167299,0
mistral,1040,human_like,NEUTRAL,0.212026,0.057881,0.730094,0.154145,0.269906,0
gpt,1040,detector_aware,NEUTRAL,0.14887,0.082647,0.768483,0.066223,0.231517,0
mistral,1040,detector_aware,NEUTRAL,0.036128,0.043257,0.920615,-0.00713,0.079385,0
gpt,1040,detector_evasive,NEUTRAL,0.118115,0.131389,0.750496,-0.013273,0.249504,0
mistral,1040,detector_evasive,NEUTRAL,0.097188,0.164874,0.737938,-0.067685,0.262062,0
human,1041,-,NEUTRAL,0.042666,0.016842,0.940491,0.025824,0.059509,0
gpt,1041,baseline,NEUTRAL,0.13558,0.141422,0.722998,-0.005842,0.277002,0
mistral,1041,baseline,NEGATIVE,0.006285,0.899654,0.09406,-0.893369,0.90594,1
gpt,1041,human_like,NEUTRAL,0.010701,0.431721,0.557578,-0.421019,0.442422,0
mistral,1041,human_like,NEGATIVE,0.003676,0.884516,0.111808,-0.880841,0.888192,1
gpt,1041,detector_aware,NEGATIVE,0.004217,0.903072,0.092711,-0.898855,0.907289,1
mistral,1041,detector_aware,NEUTRAL,0.021848,0.246664,0.731488,-0.224816,0.268512,0
gpt,1041,detector_evasive,NEGATIVE,0.002209,0.914482,0.083308,-0.912273,0.916692,1
mistral,1041,detector_evasive,NEUTRAL,0.031435,0.428457,0.540108,-0.397022,0.459892,0
human,1042,-,NEGATIVE,0.001737,0.982247,0.016017,-0.98051,0.983983,1
gpt,1042,baseline,NEUTRAL,0.272836,0.176326,0.550839,0.09651,0.449161,0
mistral,1042,baseline,NEGATIVE,0.009846,0.770218,0.219936,-0.760372,0.780064,1
gpt,1042,human_like,NEGATIVE,0.018665,0.575972,0.405362,-0.557307,0.594638,1
mistral,1042,human_like,POSITIVE,0.711003,0.003555,0.285442,0.707448,0.714558,1
gpt,1042,detector_aware,NEGATIVE,0.004565,0.848648,0.146788,-0.844083,0.853212,1
mistral,1042,detector_aware,NEUTRAL,0.235979,0.157211,0.60681,0.078769,0.39319,0
gpt,1042,detector_evasive,NEGATIVE,0.01204,0.870019,0.117941,-0.857979,0.882059,1
mistral,1042,detector_evasive,NEUTRAL,0.016638,0.399516,0.583846,-0.382878,0.416154,0
human,1043,-,NEUTRAL,0.012226,0.102577,0.885198,-0.090351,0.114802,0
gpt,1043,baseline,NEUTRAL,0.262834,0.322435,0.414732,-0.059601,0.585268,0
mistral,1043,baseline,NEGATIVE,0.003307,0.927086,0.069607,-0.923779,0.930393,1
gpt,1043,human_like,NEGATIVE,0.017385,0.621622,0.360993,-0.604237,0.639007,1
mistral,1043,human_like,NEGATIVE,0.014483,0.614104,0.371413,-0.599621,0.628587,1
gpt,1043,detector_aware,NEGATIVE,0.004438,0.964664,0.030899,-0.960226,0.969101,1
mistral,1043,detector_aware,NEGATIVE,0.014923,0.539215,0.445862,-0.524292,0.554138,1
gpt,1043,detector_evasive,NEGATIVE,0.007711,0.819891,0.172398,-0.81218,0.827602,1
mistral,1043,detector_evasive,NEUTRAL,0.03686,0.048289,0.914851,-0.01143,0.085149,0
human,1044,-,NEGATIVE,0.008451,0.770399,0.221151,-0.761948,0.778849,1
gpt,1044,baseline,NEGATIVE,0.090471,0.706089,0.20344,-0.615618,0.79656,1
mistral,1044,baseline,NEGATIVE,0.011301,0.586431,0.402268,-0.57513,0.597732,1
gpt,1044,human_like,NEGATIVE,0.019006,0.546971,0.434023,-0.527964,0.565977,1
mistral,1044,human_like,NEUTRAL,0.015715,0.119039,0.865246,-0.103324,0.134754,0
gpt,1044,detector_aware,NEGATIVE,0.008462,0.76101,0.230528,-0.752548,0.769472,1
mistral,1044,detector_aware,NEGATIVE,0.004125,0.770451,0.225424,-0.766326,0.774576,1
gpt,1044,detector_evasive,NEGATIVE,0.004352,0.883662,0.111985,-0.87931,0.888015,1
mistral,1044,detector_evasive,NEUTRAL,0.126296,0.018689,0.855015,0.107607,0.144985,0
human,1045,-,POSITIVE,0.746758,0.044717,0.208525,0.702041,0.791475,1
gpt,1045,baseline,NEUTRAL,0.323279,0.182862,0.493859,0.140417,0.506141,0
mistral,1045,baseline,NEGATIVE,0.001072,0.978408,0.02052,-0.977336,0.97948,1
gpt,1045,human_like,NEGATIVE,0.023693,0.662565,0.313742,-0.638872,0.686258,1
mistral,1045,human_like,NEUTRAL,0.028765,0.089859,0.881376,-0.061094,0.118624,0
gpt,1045,detector_aware,NEGATIVE,0.01572,0.605198,0.379082,-0.589477,0.620918,1
mistral,1045,detector_aware,NEGATIVE,0.012209,0.881268,0.106523,-0.869058,0.893477,1
gpt,1045,detector_evasive,NEGATIVE,0.004836,0.88953,0.105634,-0.884695,0.894366,1
mistral,1045,detector_evasive,NEUTRAL,0.027741,0.271685,0.700574,-0.243944,0.299426,0
human,1046,-,NEGATIVE,0.003906,0.860111,0.135983,-0.856205,0.864017,1
gpt,1046,baseline,NEGATIVE,0.007185,0.959099,0.033716,-0.951914,0.966284,1
mistral,1046,baseline,NEGATIVE,0.000446,0.990162,0.009392,-0.989716,0.990608,1
gpt,1046,human_like,NEUTRAL,0.028484,0.376044,0.595471,-0.34756,0.404529,0
mistral,1046,human_like,NEGATIVE,0.041136,0.56796,0.390905,-0.526824,0.609095,1
gpt,1046,detector_aware,NEUTRAL,0.013089,0.386636,0.600275,-0.373548,0.399725,0
mistral,1046,detector_aware,NEUTRAL,0.119274,0.137471,0.743255,-0.018197,0.256745,0
gpt,1046,detector_evasive,NEGATIVE,0.004722,0.815066,0.180212,-0.810345,0.819788,1
mistral,1046,detector_evasive,NEGATIVE,0.007122,0.69455,0.298327,-0.687428,0.701673,1
human,1047,-,NEUTRAL,0.039008,0.095198,0.865794,-0.05619,0.134206,0
gpt,1047,baseline,NEUTRAL,0.298679,0.215563,0.485758,0.083115,0.514242,0
mistral,1047,baseline,NEGATIVE,0.001979,0.944648,0.053373,-0.942669,0.946627,1
gpt,1047,human_like,NEGATIVE,0.018417,0.829795,0.151788,-0.811378,0.848212,1
mistral,1047,human_like,NEUTRAL,0.050176,0.125965,0.823859,-0.075789,0.176141,0
gpt,1047,detector_aware,NEGATIVE,0.010643,0.800668,0.188688,-0.790025,0.811312,1
mistral,1047,detector_aware,NEUTRAL,0.033127,0.095545,0.871327,-0.062418,0.128673,0
gpt,1047,detector_evasive,NEGATIVE,0.004729,0.891202,0.104069,-0.886473,0.895931,1
mistral,1047,detector_evasive,NEUTRAL,0.080808,0.097485,0.821707,-0.016677,0.178293,0
human,1048,-,NEUTRAL,0.03765,0.27077,0.69158,-0.233119,0.30842,0
gpt,1048,baseline,NEGATIVE,0.014536,0.840525,0.144939,-0.825989,0.855061,1
mistral,1048,baseline,NEGATIVE,0.001896,0.958294,0.03981,-0.956398,0.96019,1
gpt,1048,human_like,NEGATIVE,0.013595,0.555035,0.43137,-0.54144,0.56863,1
mistral,1048,human_like,NEUTRAL,0.031449,0.174149,0.794403,-0.1427,0.205597,0
gpt,1048,detector_aware,NEGATIVE,0.01695,0.596762,0.386288,-0.579813,0.613712,1
mistral,1048,detector_aware,NEUTRAL,0.006415,0.454914,0.538672,-0.448499,0.461328,0
gpt,1048,detector_evasive,NEGATIVE,0.008205,0.837816,0.153979,-0.82961,0.846021,1
mistral,1048,detector_evasive,NEUTRAL,0.02589,0.301226,0.672883,-0.275336,0.327117,0
human,1049,-,POSITIVE,0.605567,0.00771,0.386724,0.597857,0.613276,1
gpt,1049,baseline,NEUTRAL,0.167505,0.269212,0.563283,-0.101706,0.436717,0
mistral,1049,baseline,NEGATIVE,0.007169,0.830237,0.162594,-0.823067,0.837406,1
gpt,1049,human_like,NEGATIVE,0.021925,0.608899,0.369176,-0.586974,0.630824,1
mistral,1049,human_like,NEUTRAL,0.053546,0.291319,0.655134,-0.237773,0.344866,0
gpt,1049,detector_aware,NEGATIVE,0.008541,0.665812,0.325647,-0.657271,0.674353,1
mistral,1049,detector_aware,NEUTRAL,0.144147,0.065335,0.790518,0.078812,0.209482,0
gpt,1049,detector_evasive,NEGATIVE,0.01188,0.835906,0.152214,-0.824026,0.847786,1
mistral,1049,detector_evasive,NEGATIVE,0.012066,0.72741,0.260524,-0.715344,0.739476,1
human,1050,-,NEUTRAL,0.012155,0.028428,0.959417,-0.016273,0.040583,0
gpt,1050,baseline,POSITIVE,0.491963,0.088404,0.419634,0.403559,0.580366,1
mistral,1050,baseline,NEGATIVE,0.03271,0.627914,0.339376,-0.595203,0.660624,1
gpt,1050,human_like,NEUTRAL,0.014929,0.437025,0.548047,-0.422096,0.451953,0
mistral,1050,human_like,NEUTRAL,0.106511,0.15905,0.734439,-0.052539,0.265561,0
gpt,1050,detector_aware,NEGATIVE,0.013919,0.636851,0.34923,-0.622933,0.65077,1
mistral,1050,detector_aware,NEUTRAL,0.019565,0.204018,0.776417,-0.184452,0.223583,0
gpt,1050,detector_evasive,NEGATIVE,0.005896,0.908028,0.086077,-0.902132,0.913923,1
mistral,1050,detector_evasive,NEGATIVE,0.010411,0.765483,0.224106,-0.755072,0.775894,1
human,1051,-,NEUTRAL,0.024886,0.0927,0.882415,-0.067814,0.117585,0
gpt,1051,baseline,NEGATIVE,0.162217,0.570831,0.266953,-0.408614,0.733047,1
mistral,1051,baseline,NEGATIVE,0.005487,0.821451,0.173062,-0.815964,0.826938,1
gpt,1051,human_like,NEUTRAL,0.029672,0.203357,0.766971,-0.173686,0.233029,0
mistral,1051,human_like,NEGATIVE,0.012216,0.571116,0.416668,-0.5589,0.583332,1
gpt,1051,detector_aware,NEGATIVE,0.009935,0.867946,0.122119,-0.858011,0.877881,1
mistral,1051,detector_aware,NEUTRAL,0.016097,0.195827,0.788076,-0.17973,0.211924,0
gpt,1051,detector_evasive,NEGATIVE,0.005328,0.856769,0.137903,-0.85144,0.862097,1
mistral,1051,detector_evasive,NEUTRAL,0.02485,0.357028,0.618122,-0.332178,0.381878,0
human,1052,-,NEUTRAL,0.022472,0.395963,0.581565,-0.373491,0.418435,0
gpt,1052,baseline,NEGATIVE,0.099174,0.682748,0.218077,-0.583574,0.781923,1
mistral,1052,baseline,NEGATIVE,0.011269,0.873578,0.115152,-0.862309,0.884848,1
gpt,1052,human_like,NEUTRAL,0.016942,0.286587,0.696471,-0.269646,0.303529,0
mistral,1052,human_like,NEUTRAL,0.032332,0.197806,0.769862,-0.165474,0.230138,0
gpt,1052,detector_aware,NEGATIVE,0.008939,0.796064,0.194997,-0.787125,0.805003,1
mistral,1052,detector_aware,NEGATIVE,0.011326,0.680542,0.308132,-0.669215,0.691868,1
gpt,1052,detector_evasive,NEGATIVE,0.005683,0.914308,0.080009,-0.908625,0.919991,1
mistral,1052,detector_evasive,NEGATIVE,0.011016,0.72424,0.264744,-0.713224,0.735256,1
human,1053,-,NEUTRAL,0.367785,0.051066,0.58115,0.316719,0.41885,0
gpt,1053,baseline,NEUTRAL,0.247426,0.315267,0.437308,-0.067841,0.562692,0
mistral,1053,baseline,NEGATIVE,0.022737,0.752295,0.224968,-0.729558,0.775032,1
gpt,1053,human_like,NEGATIVE,0.013845,0.733589,0.252566,-0.719744,0.747434,1
mistral,1053,human_like,NEUTRAL,0.026498,0.044697,0.928805,-0.0182,0.071195,0
gpt,1053,detector_aware,NEGATIVE,0.004948,0.887952,0.1071,-0.883003,0.8929,1
mistral,1053,detector_aware,NEUTRAL,0.018345,0.346634,0.635021,-0.328289,0.364979,0
gpt,1053,detector_evasive,NEGATIVE,0.00306,0.944246,0.052695,-0.941186,0.947305,1
mistral,1053,detector_evasive,NEGATIVE,0.013357,0.568964,0.417679,-0.555606,0.582321,1
human,1054,-,NEUTRAL,0.031949,0.178637,0.789414,-0.146688,0.210586,0
gpt,1054,baseline,NEUTRAL,0.1443,0.252251,0.603449,-0.107951,0.396551,0
mistral,1054,baseline,NEGATIVE,0.000768,0.980549,0.018683,-0.97978,0.981317,1
gpt,1054,human_like,NEUTRAL,0.019119,0.36517,0.61571,-0.346051,0.38429,0
mistral,1054,human_like,NEUTRAL,0.082195,0.083663,0.834142,-0.001468,0.165858,0
gpt,1054,detector_aware,NEUTRAL,0.02085,0.378341,0.60081,-0.357491,0.39919,0
mistral,1054,detector_aware,NEGATIVE,0.038971,0.547495,0.413534,-0.508524,0.586466,1
gpt,1054,detector_evasive,NEGATIVE,0.011054,0.56322,0.425726,-0.552165,0.574274,1
mistral,1054,detector_evasive,NEUTRAL,0.042776,0.08427,0.872954,-0.041495,0.127046,0
human,1055,-,NEUTRAL,0.031942,0.099799,0.868259,-0.067857,0.131741,0
gpt,1055,baseline,NEUTRAL,0.289178,0.314586,0.396237,-0.025408,0.603763,0
mistral,1055,baseline,NEGATIVE,0.00576,0.674047,0.320193,-0.668287,0.679807,1
gpt,1055,human_like,NEGATIVE,0.007362,0.775559,0.217078,-0.768197,0.782922,1
mistral,1055,human_like,NEUTRAL,0.040648,0.065527,0.893824,-0.024879,0.106176,0
gpt,1055,detector_aware,NEGATIVE,0.027335,0.81558,0.157085,-0.788245,0.842915,1
mistral,1055,detector_aware,POSITIVE,0.620232,0.014589,0.365179,0.605643,0.634821,1
gpt,1055,detector_evasive,NEGATIVE,0.002424,0.946928,0.050648,-0.944504,0.949352,1
mistral,1055,detector_evasive,NEGATIVE,0.002384,0.926287,0.071329,-0.923903,0.928671,1
human,1056,-,NEUTRAL,0.032414,0.143257,0.824329,-0.110843,0.175671,0
gpt,1056,baseline,NEGATIVE,0.102018,0.600925,0.297057,-0.498907,0.702943,1
mistral,1056,baseline,NEGATIVE,0.001623,0.973392,0.024985,-0.971769,0.975015,1
gpt,1056,human_like,NEGATIVE,0.011359,0.515764,0.472878,-0.504405,0.527122,1
mistral,1056,human_like,NEUTRAL,0.053781,0.049041,0.897178,0.00474,0.102822,0
gpt,1056,detector_aware,NEGATIVE,0.005331,0.920133,0.074536,-0.914802,0.925464,1
mistral,1056,detector_aware,NEUTRAL,0.026436,0.124285,0.849278,-0.097849,0.150722,0
gpt,1056,detector_evasive,NEGATIVE,0.006129,0.878217,0.115654,-0.872088,0.884346,1
mistral,1056,detector_evasive,NEGATIVE,0.023597,0.625356,0.351047,-0.60176,0.648953,1
human,1057,-,NEUTRAL,0.041637,0.352349,0.606013,-0.310712,0.393987,0
gpt,1057,baseline,NEUTRAL,0.365826,0.044119,0.590054,0.321707,0.409946,0
mistral,1057,baseline,NEGATIVE,0.022976,0.686539,0.290486,-0.663563,0.709514,1
gpt,1057,human_like,NEUTRAL,0.059553,0.15664,0.783807,-0.097087,0.216193,0
mistral,1057,human_like,NEUTRAL,0.100464,0.181846,0.71769,-0.081381,0.28231,0
gpt,1057,detector_aware,NEUTRAL,0.071664,0.216647,0.711689,-0.144983,0.288311,0
mistral,1057,detector_aware,NEGATIVE,0.002456,0.957145,0.040399,-0.95469,0.959601,1
gpt,1057,detector_evasive,NEGATIVE,0.042896,0.630464,0.32664,-0.587569,0.67336,1
mistral,1057,detector_evasive,NEUTRAL,0.030345,0.369379,0.600276,-0.339035,0.399724,0
human,1058,-,NEGATIVE,0.01511,0.842734,0.142155,-0.827624,0.857845,1
gpt,1058,baseline,NEUTRAL,0.287688,0.043549,0.668763,0.244139,0.331237,0
mistral,1058,baseline,NEUTRAL,0.016635,0.142203,0.841162,-0.125569,0.158838,0
gpt,1058,human_like,NEUTRAL,0.116506,0.084387,0.799107,0.032118,0.200893,0
mistral,1058,human_like,NEUTRAL,0.079344,0.052303,0.868352,0.027041,0.131648,0
gpt,1058,detector_aware,NEUTRAL,0.075208,0.108493,0.816299,-0.033285,0.183701,0
mistral,1058,detector_aware,NEGATIVE,0.009465,0.858696,0.131839,-0.849231,0.868161,1
gpt,1058,detector_evasive,NEUTRAL,0.062335,0.372872,0.564793,-0.310537,0.435207,0
mistral,1058,detector_evasive,NEGATIVE,0.0079,0.928269,0.063831,-0.92037,0.936169,1
human,1059,-,NEUTRAL,0.073268,0.186993,0.739739,-0.113725,0.260261,0
gpt,1059,baseline,NEUTRAL,0.295618,0.029176,0.675206,0.266443,0.324794,0
mistral,1059,baseline,NEGATIVE,0.003196,0.905867,0.090938,-0.902671,0.909062,1
gpt,1059,human_like,NEUTRAL,0.062292,0.287356,0.650352,-0.225064,0.349648,0
mistral,1059,human_like,NEUTRAL,0.069597,0.072972,0.857432,-0.003375,0.142568,0
gpt,1059,detector_aware,NEUTRAL,0.072185,0.121557,0.806258,-0.049373,0.193742,0
mistral,1059,detector_aware,NEGATIVE,0.010836,0.717041,0.272123,-0.706205,0.727877,1
gpt,1059,detector_evasive,NEUTRAL,0.141209,0.191486,0.667305,-0.050276,0.332695,0
mistral,1059,detector_evasive,NEGATIVE,0.027213,0.519989,0.452797,-0.492776,0.547203,1
human,1060,-,NEUTRAL,0.024383,0.374341,0.601276,-0.349957,0.398724,0
gpt,1060,baseline,NEUTRAL,0.308138,0.019877,0.671985,0.28826,0.328015,0
mistral,1060,baseline,NEGATIVE,0.014063,0.658543,0.327395,-0.64448,0.672605,1
gpt,1060,human_like,NEUTRAL,0.146541,0.099312,0.754147,0.047229,0.245853,0
mistral,1060,human_like,NEUTRAL,0.043554,0.148683,0.807764,-0.105129,0.192236,0
gpt,1060,detector_aware,NEUTRAL,0.077173,0.202644,0.720182,-0.125471,0.279818,0
mistral,1060,detector_aware,NEGATIVE,0.009084,0.883246,0.10767,-0.874162,0.89233,1
gpt,1060,detector_evasive,NEUTRAL,0.116826,0.267606,0.615568,-0.15078,0.384432,0
mistral,1060,detector_evasive,NEGATIVE,0.007602,0.89764,0.094758,-0.890039,0.905242,1
human,1061,-,NEGATIVE,0.017319,0.60739,0.375291,-0.590072,0.624709,1
gpt,1061,baseline,NEUTRAL,0.154472,0.025073,0.820455,0.129398,0.179545,0
mistral,1061,baseline,NEGATIVE,0.001533,0.976457,0.02201,-0.974925,0.97799,1
gpt,1061,human_like,NEUTRAL,0.079742,0.105636,0.814622,-0.025895,0.185378,0
mistral,1061,human_like,NEUTRAL,0.050669,0.063779,0.885552,-0.01311,0.114448,0
gpt,1061,detector_aware,NEUTRAL,0.08212,0.220505,0.697375,-0.138385,0.302625,0
mistral,1061,detector_aware,NEUTRAL,0.016378,0.299758,0.683865,-0.28338,0.316135,0
gpt,1061,detector_evasive,NEUTRAL,0.039789,0.457878,0.502332,-0.418089,0.497668,0
mistral,1061,detector_evasive,NEGATIVE,0.007004,0.94317,0.049825,-0.936166,0.950175,1
human,1062,-,NEUTRAL,0.135863,0.149871,0.714266,-0.014008,0.285734,0
gpt,1062,baseline,NEUTRAL,0.29951,0.030289,0.670201,0.269221,0.329799,0
mistral,1062,baseline,NEUTRAL,0.033296,0.244236,0.722468,-0.21094,0.277532,0
gpt,1062,human_like,NEUTRAL,0.069489,0.204527,0.725985,-0.135038,0.274015,0
mistral,1062,human_like,NEUTRAL,0.048687,0.099993,0.85132,-0.051305,0.14868,0
gpt,1062,detector_aware,NEUTRAL,0.056852,0.192946,0.750202,-0.136094,0.249798,0
mistral,1062,detector_aware,NEGATIVE,0.011528,0.775015,0.213457,-0.763488,0.786543,1
gpt,1062,detector_evasive,NEGATIVE,0.042125,0.555462,0.402414,-0.513337,0.597586,1
mistral,1062,detector_evasive,NEGATIVE,0.021034,0.618883,0.360083,-0.597848,0.639917,1
human,1063,-,NEUTRAL,0.118988,0.231586,0.649426,-0.112598,0.350574,0
gpt,1063,baseline,NEUTRAL,0.32742,0.075975,0.596605,0.251445,0.403395,0
mistral,1063,baseline,NEGATIVE,0.00738,0.949039,0.043581,-0.941659,0.956419,1
gpt,1063,human_like,NEUTRAL,0.070064,0.084147,0.845789,-0.014083,0.154211,0
mistral,1063,human_like,NEUTRAL,0.090136,0.099363,0.810501,-0.009226,0.189499,0
gpt,1063,detector_aware,NEUTRAL,0.045395,0.358601,0.596004,-0.313206,0.403996,0
mistral,1063,detector_aware,NEUTRAL,0.036474,0.274847,0.688679,-0.238373,0.311321,0
gpt,1063,detector_evasive,NEUTRAL,0.03315,0.389448,0.577402,-0.356298,0.422598,0
mistral,1063,detector_evasive,NEGATIVE,0.035279,0.527965,0.436757,-0.492686,0.563243,1
human,1064,-,NEGATIVE,0.027494,0.767967,0.20454,-0.740472,0.79546,1
gpt,1064,baseline,NEUTRAL,0.212903,0.068374,0.718723,0.144529,0.281277,0
mistral,1064,baseline,NEUTRAL,0.017803,0.390005,0.592193,-0.372202,0.407807,0
gpt,1064,human_like,NEUTRAL,0.102082,0.136417,0.761502,-0.034335,0.238498,0
mistral,1064,human_like,NEUTRAL,0.032562,0.051811,0.915627,-0.019248,0.084373,0
gpt,1064,detector_aware,NEUTRAL,0.069549,0.261968,0.668483,-0.19242,0.331517,0
mistral,1064,detector_aware,NEUTRAL,0.038814,0.09644,0.864746,-0.057626,0.135254,0
gpt,1064,detector_evasive,NEUTRAL,0.100808,0.217558,0.681633,-0.11675,0.318367,0
mistral,1064,detector_evasive,NEGATIVE,0.021057,0.743974,0.234969,-0.722918,0.765031,1
human,1065,-,NEUTRAL,0.004906,0.007372,0.987722,-0.002466,0.012278,0
gpt,1065,baseline,NEUTRAL,0.17185,0.100996,0.727153,0.070854,0.272847,0
mistral,1065,baseline,NEUTRAL,0.023591,0.218606,0.757804,-0.195015,0.242196,0
gpt,1065,human_like,NEUTRAL,0.086456,0.064261,0.849282,0.022195,0.150718,0
mistral,1065,human_like,NEUTRAL,0.020168,0.282782,0.69705,-0.262614,0.30295,0
gpt,1065,detector_aware,NEUTRAL,0.045767,0.100848,0.853385,-0.055081,0.146615,0
mistral,1065,detector_aware,NEUTRAL,0.054181,0.236662,0.709156,-0.182481,0.290844,0
gpt,1065,detector_evasive,NEUTRAL,0.049166,0.264886,0.685948,-0.21572,0.314052,0
mistral,1065,detector_evasive,NEGATIVE,0.011733,0.630979,0.357288,-0.619246,0.642712,1
human,1066,-,NEGATIVE,0.041569,0.531763,0.426668,-0.490194,0.573332,1
gpt,1066,baseline,NEUTRAL,0.44498,0.022185,0.532834,0.422795,0.467166,0
mistral,1066,baseline,NEUTRAL,0.082573,0.026383,0.891044,0.05619,0.108956,0
gpt,1066,human_like,NEUTRAL,0.073541,0.246165,0.680294,-0.172623,0.319706,0
mistral,1066,human_like,NEUTRAL,0.028659,0.293772,0.677569,-0.265113,0.322431,0
gpt,1066,detector_aware,NEUTRAL,0.057009,0.399439,0.543552,-0.34243,0.456448,0
mistral,1066,detector_aware,NEUTRAL,0.044447,0.130416,0.825137,-0.085969,0.174863,0
gpt,1066,detector_evasive,NEUTRAL,0.095176,0.206603,0.698221,-0.111426,0.301779,0
mistral,1066,detector_evasive,NEGATIVE,0.019323,0.646166,0.334511,-0.626843,0.665489,1
