row,condition,abstract
3,detector_evasive,"Sammanfattning

Denna uppsats undersöker två gudomligförklarade kungar i det forntida Mesopotamien: Naram-Sin av Akkad och Shulgi av Ur. Syftet är att belysa hur gudomligförklaring påverkade synen på kungamakt. Studien utgår från kungliga inskrifter, bildmaterial och hymner. Naram-Sins segerstele och Shulgihymnerna står i centrum för analysen.

Naram-Sin regerade omkring 2254–2218 f.Kr. Han lät skriva gudatecknet framför sitt namn. På Naram-Sins segerstele bär han också en hjälm med horn. Detta var ett tydligt tecken på gudomlig status. Hans gudomligförklaring knöts till militära segrar och till hans roll som härskare över Akkads rike.

Shulgi regerade omkring 2094–2047 f.Kr. under den tredje dynastin av Ur. Även hans namn skrevs med gudatecknet. I Shulgihymnerna framställs han som stark, lärd och nära förbunden med gudarna. Gudomligförklaringen blev en del av den kult som byggdes upp kring hans person och kungamakt.

Undersökningen visar att de två kungarna använde gudomligförklaring på olika sätt. Naram-Sin betonade seger, styrka och herravälde. Shulgi betonade både kroppslig förmåga, kunskap och rätt styre. I båda fallen stärkte gudomligförklaringen kungens plats mellan gudar och människor. Kungamakt fick därmed en tydlig teologisk grund. De gudomligförklarade kungarna var inte bara gudarnas valda företrädare. De blev själva föremål för kult och religiös vördnad.

Nyckelord: gudomligförklaring, kungamakt, Naram-Sin, Shulgi, Mesopotamien, teologi"
5,human_like,"Sammanfattning

Denna kandidatuppsats undersöker hur bygglovsprocessen vid ändring av kulturhistoriskt värdefull bebyggelse kan effektiviseras utan att byggnadernas kulturhistoriska kvaliteter går förlorade. Studien utgår från Nya Nordostprojektet i Gävle, där det kommunala bostadsbolaget Gavlegårdarna arbetar med att utveckla och anpassa bebyggelse från miljonprogrammet till dagens tekniska, sociala och funktionella krav.

Arbetet genomförs som en fallstudie med fokus på de utmaningar som kan uppstå när behovet av upprustning möter krav på varsamhet och bevarande. Särskild uppmärksamhet riktas mot kommunikationen mellan fastighetsägare, projektörer och kommunens bygglovshandläggare samt mot hur ansvar, beslutsunderlag och kulturhistoriska bedömningar hanteras under processens olika skeden.

Studien visar att bygglovsprocessen riskerar att bli tidskrävande när antikvariska förutsättningar identifieras sent, när underlagen är otydliga eller när berörda aktörer har olika uppfattningar om vilka värden som ska bevaras. En tidigare dialog, tydligare riktlinjer och mer enhetliga bedömningsunderlag kan bidra till en mer förutsägbar och effektiv process. Det är även viktigt att kulturhistoriska värden kartläggs redan under projektets inledande planering.

Slutsatsen är att effektivisering inte främst handlar om att minska kraven i bygglovsprövningen, utan om att skapa bättre samordning och tydligare arbetsformer. På så sätt kan nödvändiga förändringar genomföras samtidigt som miljonprogrammets arkitektoniska och kulturhistoriska värden tas till vara.

Nyckelord: Miljonprogrammet, bygglovsprocessen, kulturhistoriskt värdefull bebyggelse, Gavlegårdarna, Nya Nordostprojektet, Gävle."
6,baseline,"Sammanfattning

Denna kandidatuppsats undersöker hur 1800-talets London gestaltas i det digitala verket London Crysis, skapat med utgångspunkt i spelteknik från Crysis. Syftet är att analysera hur historiska stadsmiljöer kan återskapas och förmedlas genom ett modernt datorspels visuella och tekniska förutsättningar. Studien behandlar samspelet mellan historisk representation, digital estetik och användarens möjlighet att uppleva och tolka en virtuell miljö.

Genom en kvalitativ analys av verkets arkitektur, atmosfär, bildspråk och tekniska utformning diskuteras hur föreställningar om det viktorianska London omvandlas till en interaktiv digital miljö. Särskild uppmärksamhet riktas mot hur ljussättning, rumslighet och detaljer bidrar till känslan av historisk autenticitet, samtidigt som spelmotorns begränsningar och samtida visuella konventioner påverkar framställningen.

Resultatet visar att London Crysis inte enbart fungerar som en rekonstruktion av en historisk stad, utan även som en nutida tolkning av det förflutna. Verket synliggör hur digital teknik kan användas för att kommunicera historia och skapa nya former av kulturella och rumsliga upplevelser. Studien bidrar därmed till diskussionen om relationen mellan medier, kommunikation, informationsvetenskap och tekniskt baserat gestaltningsarbete.

Nyckelord: 1800-talets London, Crysis, London Crysis, digital gestaltning, historisk representation, spelteknik, medie- och kommunikationsvetenskap."
5,detector_evasive,"Sammanfattning

Denna kandidatuppsats behandlar hur bygglovsprocessen kan bli mer effektiv vid ändring av kulturhistoriskt värdefull bebyggelse. Studien utgår från ett miljonprogramsområde i Gävle och granskar Nya Nordostprojektet. Projektet drivs av Gavlegårdarna och omfattar förnyelse av bostäder och utemiljöer i stadsdelen Nordost.

Syftet är att undersöka vilka delar av bygglovsprocessen som påverkar projektets tid, samarbete och beslut. Studien tar även upp hur Gavlegårdarna och Gävle kommun hanterar krav på varsamhet och bevarande. Miljonprogrammet har gett området en tydlig form och historia. Samtidigt behöver byggnaderna möta dagens krav på funktion, tillgänglighet och boendemiljö.

Fallstudien bygger på en granskning av bygglovsprocessen och de aktörer som deltar i den. Resultatet visar att tidig kontakt, tydliga underlag och gemensamma mål gör handläggningen enklare. När frågor om kulturvärden tas upp tidigt minskar behovet av sena ändringar. En tydlig ansvarsfördelning mellan Gavlegårdarna, projektörer och kommunen bidrar också till en mer effektiv bygglovsprocess.

Studien visar att effektivisering inte främst handlar om att sänka kraven. Det handlar om att skapa bättre rutiner och ett tätare samarbete. Nya Nordostprojektet visar hur ändring av kulturhistoriskt värdefull bebyggelse kan förenas med områdets behov av förnyelse.

Nyckelord: Miljonprogrammet; bygglovsprocessen; Gavlegårdarna."
2,detector_evasive,"Sammanfattning

Denna uppsats undersöker Paulus lagsyn i Rom 3:21–31. Syftet är att klargöra vad Paulus menar med lagen och hur lagen hör ihop med tro, rättfärdighet och frälsning. Studien bygger på en exegetisk analys av texten. Den jämför också tolkningar inom modern paulusforskning. Särskild vikt läggs vid E. P. Sanders, James D. G. Dunn, N. T. Wright, Joseph A. Fitzmyer, Douglas J. Moo, James P. Ware och Robert Jewett.

I Rom 3:21–31 beskriver Paulus hur Guds rättfärdighet har blivit synlig utan lagen. Samtidigt vittnar lagen och profeterna om denna rättfärdighet. Alla människor har syndat. Därför rättfärdiggör Gud både judar och hedningar genom tro på Jesus Kristus. Tron utesluter beröm och visar att Gud är Gud för alla.

Sanders bok Paul and Palestinian Judaism från 1977 förändrade synen på judendomen och lagen. Dunn utvecklade den nya paulusforskningen och knöt uttrycket ”laggärningar” till judiska identitetsmarkörer. Wright betonar Guds förbund och skapandet av ett folk som består av både judar och hedningar. Fitzmyer, Moo och Jewett lägger större vikt vid lagens relation till synden och människans behov av Guds nåd. Ware bidrar till frågan om hur tro och lagen förhåller sig till varandra.

Studien visar att Paulus inte avvisar lagen. Lagen kan inte ge rättfärdighet åt människan, men den vittnar om Guds handlande i Kristus. När Paulus skriver att tron upprätthåller lagen sammanför han lagens vittnesbörd med evangeliet. Paulus lagsyn i Rom 3:21–31 präglas därför av både kontinuitet och förändring. Lagen har kvar sin plats, men rättfärdighet ges genom tro."
6,human_like,"Sammanfattning

Denna kandidatuppsats undersöker verket London Crysis, där 1800-talets London gestaltas med hjälp av spelmotorn och den digitala tekniken bakom datorspelet Crysis. Syftet är att analysera hur historiska miljöer kan återskapas och tolkas genom ett modernt spelmedium samt vilka föreställningar om den viktorianska staden som förmedlas i verket. Studien behandlar mötet mellan historisk representation, digital teknik och samtida mediekultur.

Analysen utgår från ett medie- och kommunikationsvetenskapligt perspektiv och fokuserar på verkets visuella uttryck, tekniska uppbyggnad och sätt att skapa närvaro. Särskild uppmärksamhet riktas mot hur arkitektur, ljussättning, atmosfär och rumslig utformning används för att forma bilden av 1800-talets London. Uppsatsen diskuterar även hur spelteknik kan få en annan funktion när den används som konstnärligt och historiskt gestaltningsverktyg i stället för som grund för traditionellt spelande.

Resultatet visar att London Crysis inte enbart fungerar som en rekonstruktion av en historisk stadsmiljö. Verket kan också förstås som en samtida tolkning där tekniska möjligheter, kulturella föreställningar och populärmediala bilder påverkar framställningen av det förflutna. Studien visar därmed att digitala spelmiljöer kan bidra till nya sätt att uppleva och reflektera över historia, samtidigt som de väcker frågor om autenticitet, urval och gränsen mellan dokumentation och fiktion."
7,baseline,"Sammanfattning

Denna kandidatuppsats undersöker hur olika kameraperspektiv påverkar förståelsen av 3D-animerat svenskt teckenspråk i en spelmiljö. Eftersom teckenspråk förmedlas genom handrörelser, kroppshållning, ansiktsuttryck och rumsliga relationer kan kamerans placering och avstånd ha stor betydelse för hur tydligt kommunikationen uppfattas. Studien behandlar perspektivets betydelse för teckenspråkets läsbarhet och analyserar hur spelmiljön kan utformas för att undvika att viktiga delar av den visuella informationen skyms eller försvinner.

Arbetet fokuserar särskilt på samspelet mellan animation, kameravinkel och spelarens möjlighet att uppfatta teckenspråkets innehåll. Olika perspektiv kan exempelvis ge bättre överblick över spelvärlden, men samtidigt minska synligheten hos avatarens händer och ansikte. Ett närmare perspektiv kan i stället göra tecknen tydligare, men begränsa spelarens uppfattning av omgivningen.

Uppsatsen belyser därmed behovet av att väga spelbarhet mot kommunikativ tydlighet. Genom att integrera svenskt teckenspråk som en central del av speldesignen, snarare än som ett kompletterande tillgänglighetsalternativ, kan digitala spel bli mer inkluderande för teckenspråkiga användare. Studien bidrar med kunskap om hur kameraperspektiv och 3D-animation kan anpassas för att stödja både förståelse och spelupplevelse."
6,detector_evasive,"Sammanfattning

Denna kandidatuppsats behandlar 1800-talets London i spelet Crysis. Utgångspunkten är verket ”London Crysis”, där en historisk stadsmiljö har byggts med teknik från datorspel. Syftet är att undersöka hur Crysis kan användas för att gestalta London under 1800-talet. Uppsatsen tar också upp hur tekniska och visuella val påverkar bilden av staden och dess historia.

Arbetet bygger på en praktisk produktion och reflektioner kring verket ”London Crysis”. Miljön skapas genom byggnader, gator, ljus, dimma och olika ytor. Dessa delar formar en bild av 1800-talets London som både historisk plats och digital miljö. Studien visar att spelteknik ger stora möjligheter att skapa en tydlig känsla av tid och rum. Samtidigt styr tekniken hur miljön byggs och vad som kan visas.

Uppsatsen diskuterar ”London Crysis” inom Medie-, kommunikations- och informationsvetenskaper samt Annan teknik. Resultatet visar att Crysis fungerar som mer än ett spel. Spelet blir också ett verktyg för att skapa och förmedla historia. Verket visar hur digital teknik, form och historiskt material möts i en gemensam gestaltning. Reflektionerna visar även att varje val i miljön påverkar hur betraktaren uppfattar 1800-talets London."
7,human_like,"Sammanfattning

Denna studie undersöker hur olika kameraperspektiv påverkar förståelsen av 3D-animerat svenskt teckenspråk i en spelmiljö. Teckenspråk bygger på såväl handrörelser som ansiktsuttryck, kroppshållning och placering i rummet, vilket innebär att kamerans position och avstånd kan ha stor betydelse för hur tydligt kommunikationen uppfattas. Syftet är därför att belysa vilka möjligheter och begränsningar som uppstår när teckenspråk integreras i digitala spel samt hur perspektivet kan utformas för att stödja både begriplighet och spelupplevelse.

I studien jämförs flera kameraperspektiv genom 3D-animerade sekvenser med svenskt teckenspråk. Perspektiven analyseras utifrån deltagarnas upplevelser och deras förståelse av det tecknade innehållet. Särskild uppmärksamhet riktas mot faktorer som kameravinkel, avstånd, synlighet och hur väl ansiktsuttryck och kroppsrörelser framträder.

Resultatet visar att kameraperspektivet har en tydlig inverkan på förståelsen. Perspektiv där överkropp, händer och ansikte är synliga samtidigt ger generellt bättre förutsättningar för att uppfatta teckenspråket. Ett alltför stort avstånd gör mindre rörelser och ansiktsuttryck svårare att urskilja, medan närbilder riskerar att dölja delar av teckenrummet. Studien visar därmed att kamerautformning bör betraktas som en central del av inkluderande speldesign. Genom att anpassa perspektivet efter teckenspråkets visuella och rumsliga egenskaper kan spel göras mer tillgängliga för teckenspråkiga spelare utan att den övriga spelupplevelsen behöver försämras.

Nyckelord: svenskt teckenspråk, kameraperspektiv, datorspel, 3D-animation, inkluderande speldesign."
8,baseline,"Sammanfattning

Denna kandidatuppsats undersöker motiven bakom användningen av tredimensionella visualiseringar i kommunal fysisk planering, med särskilt fokus på detaljplaneprocessen. Utgångspunkten är att traditionella planhandlingar, såsom plankartor och ritningar, kan vara svåra att tolka för personer utan erfarenhet av fysisk planering. Genom att åskådliggöra bebyggelse, rumsliga samband och föreslagna förändringar kan 3D-modeller bidra till en ökad förståelse av planförslag.

Studien belyser även 3D-teknikens betydelse som kommunikationsverktyg mellan kommunala tjänstepersoner, politiker, exploatörer och allmänhet. Ett centralt motiv till användningen är möjligheten att göra planredovisningen mer tillgänglig och tydlig samt att underlätta dialog och beslutsfattande. Samtidigt kan visualiseringar påverka hur ett planförslag uppfattas, vilket ställer krav på transparens och ett medvetet val av detaljnivå och visuell utformning. Sammantaget framstår 3D som ett betydelsefullt komplement till traditionella planhandlingar, men dess nytta är beroende av hur tekniken används och anpassas till planeringsprocessens syfte och målgrupper.

Nyckelord: 3D, förståelse, åskådlig planredovisning, detaljplanering, kommunikation."
4,detector_evasive,"Sammanfattning

Denna studie behandlar lärare och lärarstudenters attityder till kyrkovistelse vid skolavslutningar och högtidsfirande. Syftet är att undersöka hur de ser på kyrkan som plats och på konfessionella inslag i skolans verksamhet. Studien tar sin utgångspunkt i relationen mellan skola och kyrka i ett samhälle som präglas av sekularisering.

En central fråga är hur lärare och lärarstudenter skiljer mellan kyrkan som plats och religiös påverkan. En skolavslutning i en kyrka behöver inte innehålla konfessionella inslag. Samtidigt har kyrkorummet, psalmer, böner och välsignelser en tydlig koppling till kristen tro. Detta skapar frågor om tradition, religion och skolans uppdrag. Enligt skollagen (2010:800) ska undervisningen i den svenska skolan vara icke-konfessionell. Skolavslutningar och högtidsfirande måste därför planeras så att alla elever kan delta på lika villkor.

Studien belyser även hur sekularisering påverkar synen på skolans kontakt med kyrkan. För vissa står kyrkan för tradition och gemenskap. För andra är kyrkan en religiös plats som inte passar inom skolans verksamhet. Lärarnas ansvar blir viktigt eftersom de ska följa skolans regler och samtidigt ta hänsyn till elevernas olika bakgrund. Studien bidrar till en ökad förståelse för hur skola, kyrka och konfessionella inslag diskuteras i samband med skolavslutningar och högtidsfirande.

Nyckelord: Skola; kyrka; skolavslutningar och högtidsfirande; Konfessionella inslag; sekularisering"
9,baseline,"Sammanfattning

Den snabba utvecklingen av webbaserad 3D-teknik skapar nya möjligheter för hur produkter kan presenteras inom e-handeln. Denna kandidatuppsats undersöker stereoskopisk 3D (S3D) som en interaktiv form av produktpresentation, med fokus på teknikens potential att ge konsumenter en mer realistisk och informativ bild av produkter i digitala butiksmiljöer. Studien behandlar hur interaktiv stereoskopisk 3D-produktpresentation (I3DPP) kan påverka användarupplevelsen, förståelsen av produktens egenskaper och möjligheten att fatta välgrundade köpbeslut.

Vidare diskuteras hur S3D skiljer sig från traditionella produktbilder och andra digitala presentationsformer. Teknikens möjligheter vägs mot utmaningar såsom användbarhet, tekniska krav, kompatibilitet och tillgänglighet. Stereoskopisk 3D kan bidra till en mer engagerande och verklighetstrogen shoppingupplevelse, men dess värde är beroende av att presentationen fungerar smidigt och tillför relevant information för användaren.

Uppsatsen belyser därmed S3D som ett möjligt nästa steg för e-handeln, samtidigt som den visar att fortsatt teknisk utveckling och ytterligare användarstudier krävs innan tekniken kan få en bred och praktiskt användbar tillämpning.

Nyckelord: stereoskopisk 3D, S3D, I3DPP, produktpresentation, e-handel."
8,detector_evasive,"Sammanfattning

Denna studie undersöker motiven till användandet av 3D i den kommunala fysiska planeringen. Fokus ligger på detaljplanering och på hur kommuner använder 3D för att skapa förståelse och en mer åskådlig planredovisning. Studien behandlar också hur 3D påverkar kommunikation mellan kommunala tjänstepersoner, politiker, byggherrar och allmänhet.

Resultatet visar att 3D främst används för att göra planförslag lättare att förstå. Modellerna visar byggnaders höjd, volym och placering på ett konkret sätt. De gör det också lättare att se hur ny bebyggelse förhåller sig till gator, mark och befintliga byggnader. Detta ger stöd i detaljplanering och underlättar kommunikation under samråd och andra delar av planprocessen.

3D används även för att jämföra olika förslag och visa hur ett område kan förändras. En åskådlig planredovisning ger fler personer möjlighet att ta del av planeringen. Samtidigt kräver arbetet tid, kunskap och tydliga rutiner. En 3D-modell kan också uppfattas som mer färdig än vad planförslaget är. Studien visar därför att 3D fungerar bäst som ett komplement till plankartor, text och andra underlag. Det främsta motivet är att stärka förståelse och kommunikation i den kommunala fysiska planeringen.

Nyckelord: 3D, förståelse, åskådlig planredovisning, detaljplanering, kommunikation."
7,detector_evasive,"Sammanfattning

Denna studie undersöker hur kameraperspektiv påverkar förståelsen av 3D-animerat teckenspråk i spelmiljö. Fokus ligger på Svenskt teckenspråk och på hur spelaren ser en tecknande 3D-karaktär. Studien jämför flera kameraperspektiv i korta spelsekvenser. Deltagarna får tolka tecken och bedöma hur tydligt de ser karaktärens händer. De bedömer också ansiktsuttryck och kroppsrörelser.

Resultatet visar att ett nära och rakt kameraperspektiv ger bäst förståelse. Händerna syns tydligt och ansiktsuttrycken blir lättare att läsa. Ett snett perspektiv minskar tydligheten. Ett långt avstånd gör också att små rörelser går förlorade. Detta påverkar särskilt tecken där handform och rörelser nära ansiktet bär viktig information. Samtidigt behöver kameran ge spelaren en tydlig bild av spelmiljön. Perspektiv kontra förståelse blir därför en central fråga i utformningen.

Studien visar att 3D animation för Svenskt teckenspråk behöver planeras tillsammans med spelets kamera och övriga gränssnitt. Det räcker inte att animera tecknen korrekt. Spelaren måste också kunna se dem från ett lämpligt avstånd och en tydlig vinkel. Resultatet ger stöd för inkluderande speldesign i datorspel där teckenspråk används för dialog och information.

Nyckelord: Svenskt teckenspråk; kameraperspektiv; datorspel; 3D animation; inkluderande speldesign"
8,human_like,"Sammanfattning

Denna kandidatuppsats undersöker vilka motiv som ligger bakom användningen av tredimensionella visualiseringar i kommunal fysisk planering. Studien fokuserar särskilt på 3D-teknikens betydelse inom detaljplaneringen och på hur tekniken kan bidra till en mer åskådlig redovisning av planförslag. Utgångspunkten är att traditionella plankartor och ritningar ofta kräver särskilda förkunskaper, vilket kan göra det svårt för allmänheten och andra berörda aktörer att förstå hur en planerad förändring kan påverka den byggda miljön.

Resultatet visar att 3D främst används för att skapa en tydligare bild av framtida bebyggelse, rumsliga samband och förändringar i stads- och landskapsmiljön. Visualiseringarna kan därmed underlätta kommunikationen mellan kommunala tjänstepersoner, politiker, exploatörer och medborgare. Samtidigt är 3D inte en neutral återgivning av verkligheten. Hur modellerna utformas, vilken information som inkluderas och hur realistiska bilderna framstår påverkar mottagarens tolkning av planförslaget.

Uppsatsen visar därför att 3D kan vara ett värdefullt komplement till den formella planredovisningen, men att tekniken behöver användas med eftertanke. För att visualiseringarna ska stärka förståelsen och bidra till en öppen planprocess krävs tydlighet kring deras syfte, innehåll och begränsningar.

Nyckelord: 3D, förståelse, åskådlig planredovisning, detaljplanering, kommunikation."
9,human_like,"Sammanfattning

Den snabba utvecklingen av webbteknik har skapat nya möjligheter att presentera produkter inom e-handeln. Denna uppsats undersöker hur stereoskopisk 3D (S3D) kan användas som produktpresentation och om tekniken kan bidra till en mer informativ och engagerande köpupplevelse. Särskilt fokus riktas mot interaktiva tredimensionella produktpresentationer (I3DPP), där användaren kan betrakta och manipulera en digital produktmodell ur olika vinklar.

Uppsatsen belyser hur 3D-presentationer kan minska avståndet mellan den digitala och den fysiska butiksupplevelsen genom att ge kunden en tydligare uppfattning om produktens form, proportioner och detaljer. Samtidigt diskuteras tekniska och användarrelaterade utmaningar, exempelvis prestanda, kompatibilitet, användarvänlighet och behovet av särskild utrustning. Nyttan med stereoskopisk 3D är därför beroende av hur väl tekniken integreras i webbplatsens övriga funktioner och om den tillför information som traditionella bilder och videor inte kan förmedla.

Sammantaget framstår stereoskopisk 3D som ett möjligt nästa steg för e-handeln, men inte som en universell ersättning för befintliga presentationsformer. Teknikens värde är främst kopplat till produkter där form, djup och rumsliga egenskaper har stor betydelse för kundens köpbeslut.

Nyckelord: stereoskopisk 3D, S3D, I3DPP, produktpresentation, e-handel."
11,baseline,"Sammanfattning

Procedurella texturer används inom datorgrafik för att skapa visuella ytor genom algoritmer i stället för genom traditionella bildbaserade metoder. Denna kandidatuppsats undersöker hur en genetisk algoritm kan användas för att automatiskt generera en procedurell textur som efterliknar en given referensbild. Metoden bygger på att flera möjliga texturlösningar skapas och successivt förbättras genom evolutionära processer såsom urval, korsning och mutation. Varje lösning utvärderas utifrån dess visuella likhet med referensbilden, vilket styr algoritmens sökning mot ett önskat resultat.

Arbetet behandlar både utformningen av den procedurella texturmodellen och valet av lämpliga parametrar för den genetiska algoritmen. Särskild vikt läggs vid hur referensbildens färger, mönster och strukturella egenskaper kan representeras i en automatisk utvärderingsfunktion. Studien belyser även metodens möjligheter och begränsningar, exempelvis avvägningen mellan visuell kvalitet, beräkningstid och sökrymdens komplexitet.

Resultatet visar hur genetiska algoritmer kan fungera som ett verktyg för att effektivisera skapandet av procedurella texturer. Metoden kan minska behovet av manuell parameterjustering och bidra till mer automatiserade arbetsflöden inom datorgrafik och digital innehållsproduktion."
12,baseline,"Sammanfattning

Denna kandidatuppsats behandlar utvecklingen av ett biometriskt system för användarverifiering med hjälp av bilder från en webbkamera. Syftet är att undersöka hur ansiktsigenkänning kan användas för att avgöra om en person motsvarar en registrerad användare. Kamerabilderna förbehandlas med olika filter för att minska störningar och hantera variationer i exempelvis ljus, kontrast och bildkvalitet. Därefter används Principal Component Analysis (PCA) för att reducera bildernas dimensionalitet och identifiera de egenskaper som är mest betydelsefulla för att skilja mellan ansikten. De framtagna egenskaperna klassificeras med ett artificiellt neuralt nätverk av feedforward-typ. Systemets funktion utvärderas utifrån dess förmåga att godkänna behöriga användare och avvisa obehöriga personer under varierande förhållanden. Studien visar hur kombinationen av bildfiltrering, PCA och neurala nätverk kan ligga till grund för en relativt enkel lösning för ansiktsbaserad användarverifiering, samtidigt som faktorer som belysning, ansiktsposition och begränsad bildkvalitet påverkar systemets tillförlitlighet.

Nyckelord: biometri, ansiktsigenkänning, Principal Component Analysis, artificiella neurala nätverk, feedforward, bildfiltrering, webbkamera."
